,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,Class,status
66,8,24,7,60,19,12,9,15,13,6,6,9,27,8,14,7,7,5,6,17,25,11,10,15,11,17,9,3,2,17,10,119,7,49,6,9,3261,215.4802289,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253.6552582,253.6614685,0.935065925,0.893239737,0.935041964,-2.58501339,-0.86958015,0,0.002999174,0,0.00112562,0.995875207,0.003524793,0,0.002230579,0.994244628,0.167785124,0.167730579,0.168028926,0.496455372,0.334073554,0.333936364,0.331985124,4.96E-06,0.333252066,0.335636364,0.331108264,3.31E-06,6.61E-05,4.13E-05,0.000738843,0.999153719,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,113.523664,159.2174225,0.872355328,0.328719894,0.646346754,-1.405119974,0,1100,1,1100,1,1100,11,1100,1,1100,1,1100,1,1100,15,0.0559926,0.053301705,0.30892717,0.049716154,0.057813951,0.056176901,0.011363522,0.027414135,0.025781868,4.19547792,3.480591086,3.743767397,0.056190752,2,0,0,2,0,2,2,0,0,264,0,0,226,221,254,258,0,0,0,0,0,0,0,0,0,0,0,0.327219835,0.672780165,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,inactive,1
67,10,18,6,56,15,14,9,12,14,6,6,10,14,9,21,24,7,4,6,21,31,11,11,14,11,29,12,2,3,15,15,130,7,55,15,12,3283,215.4802289,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,253.6282806,253.6376648,0.934993625,0.893155694,0.934964478,-2.584622383,-0.884986758,0,0.002853719,0,0.001202479,0.995943802,0.003185124,0,0.002246281,0.994568595,0.16775124,0.167819008,0.168152066,0.496277686,0.333726446,0.334517355,0.331752066,4.13E-06,0.332356198,0.33636281,0.331257851,2.31E-05,4.96E-05,0,0.000641322,0.999309091,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,114.5627827,162.2849941,0.872109561,0.328698384,0.649346928,-1.433901754,0,1100,1,1100,1,1100,10,1100,1,1100,1,1100,1,1100,16,0.056291005,0.053494953,0.309105411,0.049741704,0.058465792,0.05648714,0.011554009,0.027687789,0.025682298,4.196499358,3.488146124,3.763603168,0.057932063,2,0,0,1,2,2,2,0,0,287,0,0,259,248,279,269,0,0,0,0,0,0,0,0,0,0,0,0.32388843,0.67611157,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,inactive,1
68,13,23,7,47,17,11,9,11,14,7,5,11,25,9,18,12,6,5,6,24,28,9,11,14,12,19,10,3,3,15,13,169,7,22,9,8,3234.5,212.0660154,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,253.6659698,253.6702271,0.93509382,0.893308461,0.935067892,-2.585278034,-0.8640306,0,0.003004132,0,0.001095868,0.9959,0.003509917,0,0.002163636,0.994326446,0.16778843,0.167709091,0.167980165,0.496522314,0.334072727,0.335201653,0.330721488,4.13E-06,0.333818182,0.335686777,0.330491736,3.31E-06,9.83E-05,4.30E-05,0.000617355,0.999241322,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,114.8160108,156.3031296,0.872431309,0.328740757,0.630517375,-1.411330486,0,1100,1,1100,1,1100,11,1100,1,1100,1,1100,1,1100,15,0.055900766,0.053244613,0.308908762,0.049723675,0.057663725,0.055976452,0.011316073,0.027322797,0.025831625,4.194747973,3.478220915,3.772210783,0.053149222,2,0,0,2,2,2,2,0,0,272,0,0,243,229,257,277,0,0,0,0,0,0,0,0,0,0,0,0.303359504,0.696640496,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,inactive,1
69,11,10,7,53,19,18,11,14,15,10,6,11,25,8,22,9,7,6,5,23,30,11,10,13,12,24,10,3,5,17,16,175,7,51,21,8,3210,211.4802289,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,253.6698608,253.6796875,0.935115337,0.893335819,0.935093105,-2.585186481,-0.854859531,0,0.002856198,0.00022562,0.00112314,0.995795041,0.003142149,0.000497521,0.002170248,0.994190083,0.167696694,0.167746281,0.167986777,0.496570248,0.332470248,0.33613719,0.331386777,5.79E-06,0.333616529,0.335370248,0.33097686,3.64E-05,4.71E-05,0.000123967,0.000580992,0.999247934,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,115.3443018,160.325355,0.872471037,0.328747738,0.640292539,-1.403419199,0,1100,1,1100,1,1100,12,1100,1,1100,1,1100,1,1100,17,0.055892226,0.053165368,0.308920973,0.049720588,0.057829566,0.056011998,0.011284699,0.027435205,0.025660951,4.194138233,3.475728586,3.738539779,0.055225817,2,0,0,2,1,2,2,0,0,281,0,0,233,224,283,265,0,0,0,0,0,0,0,0,0,0,0,0.314619008,0.685380992,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,inactive,1
70,13,9,11,72,7,15,8,17,18,6,15,11,22,10,19,31,7,7,8,13,28,8,11,13,14,10,21,4,5,17,23,4,14,74,4,11,3293,215.4802289,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,253.6666412,253.6719971,0.935135722,0.893210888,0.935106874,-2.582941771,-0.824968576,0,0.00324876,0,0.001238843,0.995512397,0.003877686,0,0.002233058,0.993889256,0.167989256,0.167760331,0.16808843,0.496161983,0.335633058,0.334128099,0.330234711,4.13E-06,0.332254545,0.335914876,0.331823967,6.61E-06,0.000100826,0,0.00066281,0.999236364,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,128.7180254,169.1736164,0.873086799,0.328712535,0.679338023,-1.407691779,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,26,0.056359296,0.053347692,0.309123321,0.049751285,0.058987816,0.056919805,0.011745495,0.025902674,0.025660951,4.197556138,3.493884581,3.7278984,0.061524821,2,0,0,2,2,2,2,0,0,309,0,0,249,252,326,328,0,0,0,0,0,0,0,0,0,0,0,0.378566942,0.621433058,0,0,0,0,0,0,0,0,0,13,11,10,9,9,9,13,0,0,active,1
71,11,17,7,57,20,12,13,10,16,6,6,14,18,11,20,33,7,5,5,16,27,9,11,19,11,20,14,3,3,21,30,121,9,34,16,10,3099,208.9949477,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,253.6509857,253.6576538,0.935036302,0.89316839,0.935012817,-2.58404541,-0.866575181,0,0.002819008,0,0.001195868,0.995985124,0.003126446,0,0.002238843,0.994634711,0.167733884,0.167726446,0.168131405,0.496408264,0.334171901,0.333742149,0.332080992,4.96E-06,0.333793388,0.335642149,0.330524793,3.97E-05,2.81E-05,0,0.000672727,0.999299174,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,114.1732252,161.1537318,0.872284456,0.328701618,0.646258171,-1.409161617,0,1100,1,1100,1,1100,10,1100,1,1100,1,1100,1,1100,17,0.05608122,0.053332691,0.30899114,0.049734483,0.05840654,0.056191211,0.011420634,0.026977972,0.025340335,4.195726882,3.48361185,3.76550665,0.056575675,2,0,0,1,2,2,2,0,0,286,0,0,272,236,276,280,0,0,0,0,0,0,0,0,0,0,0,0.323261983,0.676738017,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,1
72,13,26,8,65,20,13,11,15,21,7,7,10,25,7,14,12,6,6,7,14,30,10,11,16,13,19,10,3,2,16,15,133,9,37,11,10,3241.5,213.2375883,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,253.6344147,253.6442108,0.935008287,0.893184364,0.934986115,-2.585088491,-0.882214904,0,0.003202479,0,0.001139669,0.995657851,0.003861157,0,0.002219008,0.993919835,0.167849587,0.167752066,0.168006612,0.496391736,0.334926446,0.333989256,0.331080165,4.13E-06,0.33274876,0.335128099,0.332119835,3.31E-06,0.000129752,8.43E-05,0.000714876,0.999071074,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116.4507812,161.1380302,0.872146593,0.328705724,0.646654942,-1.418577162,0,1100,1,1100,1,1100,11,1100,1,1100,1,1100,1,1100,17,0.056274748,0.053459487,0.309096827,0.049728612,0.058177983,0.056433457,0.011518058,0.027715825,0.025845838,4.196833357,3.487052163,3.762038732,0.055240071,2,0,0,2,2,2,2,0,0,255,0,0,259,258,261,273,0,0,0,0,0,0,0,0,0,0,0,0.309532231,0.690467769,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,1
73,11,25,6,29,10,12,19,12,9,4,16,10,17,6,18,39,6,5,6,18,11,7,6,9,6,17,16,315,261,11,16,144,22,46,32,8,3434.5,220.0660154,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,253.8167572,253.8278198,0.935689092,0.893763125,0.935664833,-2.584983587,-0.656095028,0,0.003009091,0,0.001375207,0.995615702,0.003263636,0,0.002286777,0.994449587,0.167695041,0.167645455,0.168029752,0.496629752,0.332523967,0.334166116,0.333306612,3.31E-06,0.334524793,0.337160331,0.32831157,3.31E-06,5.29E-05,0,0.000757851,0.999189256,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,123.8689868,152.080123,0.875450068,0.328857302,0.694759473,-1.386642062,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,23,0.053901019,0.051572137,0.307427409,0.049695454,0.056359091,0.054505353,0.010338406,0.026292762,0.025867155,4.187756319,3.443894243,3.481442944,0.056499533,1,0,0,1,0,1,1,0,0,249,0,0,188,194,237,250,0,0,0,0,0,0,0,0,0,0,0,0.322905785,0.677094215,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,1
74,10,14,8,62,20,9,8,16,14,7,7,9,23,9,17,8,5,4,6,20,26,12,5,17,12,20,9,2,2,14,31,162,8,32,3,6,3191.5,212.0660154,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,253.7137604,253.7229004,0.935275495,0.893464684,0.935250461,-2.58660984,-0.795742154,0,0.002871901,0.000218182,0.001104132,0.995805785,0.003157025,0.000494215,0.002216529,0.994132231,0.167653719,0.167780992,0.167939669,0.49662562,0.333478512,0.334699174,0.331816529,5.79E-06,0.33504876,0.333528926,0.331419008,3.31E-06,2.64E-05,9.75E-05,0.000604959,0.999271074,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,115.3599773,165.865602,0.873355531,0.328780777,0.657669721,-1.412940722,0,1100,1,1100,1,1100,3,1100,1,1100,1,1100,1,1100,24,0.055926613,0.05301579,0.308911331,0.049713702,0.058949647,0.055827334,0.011477832,0.026193576,0.025397391,4.192575858,3.469726776,3.713292787,0.053086965,2,0,0,2,0,2,2,0,0,283,0,0,230,226,276,282,0,0,0,0,0,0,0,0,0,0,0,0.304293388,0.695706612,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,inactive,1
75,14,27,9,38,21,13,20,14,21,7,9,8,28,8,22,38,7,6,6,25,32,13,8,18,11,20,17,355,327,25,18,123,17,55,36,11,3151,209.8233747,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,253.6742249,253.9227142,0.935344398,0.89342767,0.935317039,-2.585296631,-0.777653694,0,0.00321405,0.000231405,0.001167769,0.995386777,0.002108264,0.000465289,0.002314876,0.99511157,0.167708264,0.167771901,0.168006612,0.496513223,0.332140496,0.335766116,0.332089256,4.13E-06,0.335604959,0.334618182,0.329773554,3.31E-06,4.21E-05,0.000120661,0.000603306,0.999233884,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,121.2066763,185.1410097,0.873851057,0.328771323,0.672729954,-1.398529182,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,16,0.055835376,0.051931356,0.308629515,0.049678154,0.058102388,0.05596514,0.011161464,0.028763161,0.015860841,4.193311039,3.481144637,3.661984994,0.056282847,2,0,0,2,1,2,2,0,0,268,0,0,227,217,268,258,0,0,0,0,0,0,0,0,0,0,0,0.341145455,0.658854545,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,1
76,13,18,9,36,17,11,11,14,17,7,7,8,5,7,18,8,7,5,7,25,23,9,5,17,13,8,12,3,202,19,20,110,10,24,19,7,3287.5,214.0660154,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253.5484772,253.5561066,0.935091674,0.893274426,0.935072064,-2.583823919,-0.849523127,0,0.003493388,0.000260331,0.001235537,0.995010744,0.003842149,0.000542975,0.002259504,0.993355372,0.167728099,0.167861983,0.168139669,0.496270248,0.333561157,0.335073554,0.331359504,5.79E-06,0.333097521,0.335085124,0.331790909,2.64E-05,5.62E-05,0.000131405,0.000619008,0.999193388,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116.8195685,153.2235144,0.872715727,0.32873202,0.662321583,-1.4231234,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,16,0.056939359,0.054180623,0.309246572,0.049687781,0.059361855,0.056751854,0.01163872,0.031266758,0.030979233,4.196449985,3.487898848,3.740411675,0.059381232,2,0,0,2,1,2,2,0,0,268,0,0,237,250,301,276,0,0,0,0,0,0,0,0,0,0,0,0.334506612,0.665493388,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,inactive,0
77,14,34,5,59,11,24,10,10,23,9,12,9,38,2,45,73,13,7,7,19,36,5,12,15,14,22,17,6,9,19,23,4,19,68,18,13,3228.5,217.92388,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252.2826233,252.2948914,0.931983411,0.890053153,0.931955218,-2.534327984,-1.465936422,0,0.006104132,0.00041157,0.002866116,0.990618182,0.006612397,0.000590909,0.00378843,0.989008264,0.169977686,0.169804132,0.170242149,0.489976033,0.332015702,0.33272562,0.335254545,4.13E-06,0.332663636,0.332778512,0.334557851,0,0.000196694,0.000220661,0.00162314,0.997959504,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,151.7556856,171.6623953,0.86339186,0.327899624,0.716200626,-1.39895439,-85.8922965,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,25,0.064984687,0.061694615,0.313601951,0.050136143,0.069302227,0.069853286,0.015769396,0.044636899,0.044262729,4.265498805,3.724741557,4.030815225,0.144671133,0,0,0,0,0,0,0,0,0,331,0,0,271,272,345,318,0,0,0,0,0,0,0,0,0,0,0,0.905161983,0.094838017,0,0,0,0,0,0,0,0,0,12,9,11,9,9,9,12,0,0,inactive,0
78,9,19,17,65,17,14,9,12,18,6,12,13,39,9,36,75,8,6,7,17,33,4,16,16,11,12,18,25,9,14,31,3,19,61,15,22,3037.5,213.7817446,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,252.6316833,252.6473541,0.932641327,0.890845478,0.932605803,-2.545356989,-1.317823172,0,0.005180165,0.000385124,0.002504959,0.991929752,0.005591736,0.000592562,0.003512397,0.990303306,0.169575207,0.169435537,0.169817355,0.491171901,0.332531405,0.334675207,0.33278843,4.96E-06,0.332547107,0.334942149,0.332510744,0,0.000184298,0.000205785,0.001420661,0.998189256,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,151.0181937,173.3434382,0.865501437,0.328106036,0.721920099,-1.394618495,-89.8766637,1100,1,1100,1,1100,5,1100,1,1100,1,1100,1,1100,26,0.062955349,0.0595675,0.312667427,0.049994002,0.063652462,0.067056428,0.014479643,0.038429662,0.03739196,4.251599018,3.688873748,3.979262638,0.13001808,1,0,0,2,0,1,1,0,0,336,0,0,271,303,374,354,0,0,0,0,0,0,0,0,0,0,0,0.758157851,0.241842149,0,0,0,0,0,0,0,0,0,13,9,11,9,9,9,13,0,0,inactive,1
79,11,12,11,45,5,15,5,9,10,3,6,6,13,4,26,11,3,2,3,17,17,8,9,12,5,9,11,364,3,6,16,119,14,56,15,6,3257,212.6518018,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.9423065,253.9468384,0.935403705,0.893600702,0.935366452,-2.586743593,-0.777002454,0,0.001441322,0,0.001126446,0.997432231,0.001417355,0,0.002269421,0.996313223,0.167536364,0.167686777,0.168053719,0.49672314,0.330740496,0.336158678,0.333096694,4.13E-06,0.334486777,0.334619835,0.330880165,1.32E-05,0,0,0.000654545,0.999345455,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,129.0320313,183.1679262,0.873856881,0.328815653,0.640360379,-1.398159477,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,12,0.054453443,0.05179854,0.308495024,0.049754002,0.058916599,0.05530799,0.011438132,0.015681653,0.015455204,4.189787448,3.431479924,3.678724583,0.053346721,2,0,0,2,1,2,2,0,0,275,0,0,241,232,273,276,0,0,0,0,0,0,0,0,0,0,0,0.299171901,0.700828099,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,1
80,11,13,11,37,7,12,5,9,12,4,5,7,14,4,4,10,8,2,2,17,16,7,7,10,4,10,11,424,3,6,18,160,11,50,22,8,3226,212.6518018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253.938797,253.9428253,0.935392439,0.893512011,0.935358286,-2.587080956,-0.780674398,0,0.001436364,0,0.001104132,0.997459504,0.001416529,0,0.002271901,0.99631157,0.167580165,0.167718182,0.168029752,0.496671901,0.331268595,0.336815702,0.331910744,4.96E-06,0.338904959,0.334029752,0.327058678,6.61E-06,0,0,0.000626446,0.999373554,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,130.2265581,182.4322607,0.873852654,0.328792904,0.654411648,-1.39695218,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,12,0.054456952,0.051841205,0.308468485,0.049754637,0.058154574,0.055029203,0.01132285,0.015634849,0.015447385,4.189909423,3.439770098,3.651800287,0.051412923,2,0,0,2,2,2,2,0,0,288,0,0,236,209,293,288,0,0,0,0,0,0,0,0,0,0,0,0.309350413,0.690649587,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,inactive,0
81,8,25,16,32,10,24,5,12,9,2,7,12,19,10,9,34,8,2,3,14,18,11,11,13,5,15,10,304,4,9,19,153,19,45,50,11,3216,212.6518018,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253.4794006,253.4860687,0.934710324,0.892907202,0.934680045,-2.576430559,-0.932002485,0,0.002886777,0,0.001715702,0.995397521,0.002855372,0,0.003171901,0.993972727,0.167880165,0.168046281,0.168663636,0.495409917,0.329359504,0.336058678,0.33457686,4.96E-06,0.336279339,0.336275207,0.327438843,6.61E-06,0,0,0.000912397,0.999087603,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,134.0851973,172.6714393,0.871789781,0.328634703,0.6888919,-1.404978329,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,17,0.057958357,0.054844831,0.309873364,0.049787692,0.061275259,0.059134703,0.012834987,0.028512508,0.028247449,4.205233417,3.517490272,3.7489411,0.073552754,2,0,0,1,1,2,2,0,0,342,0,0,291,303,327,342,0,0,0,0,0,0,0,0,0,0,0,0.456628926,0.543371074,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,0
82,18,19,9,52,30,30,23,16,23,11,16,17,45,11,34,76,14,13,7,22,48,7,10,25,12,25,31,403,22,32,32,126,27,68,5,24,3136.5,217.92388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253.1513367,253.3962402,0.932916462,0.890983701,0.932892919,-2.545838356,-1.214718223,0,0.004223967,0,0.001900826,0.993875207,0.004085124,0,0.002961983,0.992952893,0.170077686,0.16907686,0.169610744,0.491234711,0.339221488,0.332187603,0.32858843,2.48E-06,0.329357851,0.335490909,0.33515124,0,0.000457025,0.000142975,0.001219835,0.998180165,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,175.8933769,201.5941606,0.866868445,0.328141414,0.727660471,-1.392228491,-83.44853985,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,31,0.060275641,0.060003588,0.312314905,0.049948152,0.066015471,0.066618932,0.014142059,0.015681653,0,4.250274555,3.681504143,3.954697653,0.12724305,2,0,0,0,0,2,2,0,0,369,0,0,348,379,389,360,0,0,0,0,0,0,0,0,0,0,0,0.731933884,0.268066116,0,0,0,0,0,0,0,0,0,13,10,9,9,9,9,13,0,0,active,0
83,11,27,6,33,30,23,16,17,26,8,11,10,27,10,30,41,20,10,8,23,33,7,10,15,15,23,20,403,181,24,21,6,34,43,44,14,3154,211.4802289,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,253.6484985,253.6611633,0.93526876,0.893362403,0.935248256,-2.58477354,-0.794568598,0,0.003289256,0.000228926,0.001173554,0.995308264,0.003512397,0.000475207,0.002315702,0.993696694,0.167712397,0.167768595,0.168033884,0.496485124,0.332332231,0.336889256,0.330772727,5.79E-06,0.332435537,0.334207438,0.333343802,1.32E-05,5.70E-05,0.000123967,0.000840496,0.998978512,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,117.0355894,161.1038531,0.873434436,0.328754599,0.662130127,-1.398408436,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,14,0.055892962,0.053302643,0.308747564,0.049712892,0.058917677,0.056093499,0.011179805,0.028943915,0.028387016,4.193928258,3.478976784,3.716765003,0.05719343,2,0,0,2,1,2,2,0,0,247,0,0,238,234,254,238,0,0,0,0,0,0,0,0,0,0,0,0.343960331,0.656039669,0,0,0,0,0,0,0,0,0,12,13,11,10,9,10,12,0,0,active,1
84,13,14,8,58,27,27,13,12,22,10,11,14,35,12,21,65,7,9,7,24,46,8,8,19,13,25,24,5,17,22,28,179,28,98,7,17,3100,213.3380935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.3688202,253.3694305,0.932826877,0.890897572,0.932775974,-2.545017958,-1.270779371,0,0.001006612,0.000415702,0.004007438,0.994570248,0.001566116,0.000649587,0.00593719,0.991847107,0.169385124,0.169221488,0.170143802,0.491249587,0.328728099,0.334686777,0.336580992,4.13E-06,0.33454876,0.334008264,0.331442975,0,0.00011405,0.000231405,0.002172727,0.997481818,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,185.2249332,200.3541408,0.866424285,0.328119254,0.716023516,-1.402477475,-87.60000834,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,27,0.059250339,0.060521309,0.312379048,0.049973347,0.066730505,0.067030196,0.01454174,4.97E-05,0,4.247489739,3.659323849,3.939009398,0.12765795,2,0,0,0,0,2,2,0,0,330,0,0,269,312,330,322,0,0,0,0,0,0,0,0,0,0,0,0.759767769,0.240232231,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,1
85,12,12,7,21,7,12,7,8,9,2,4,7,2,4,14,4,2,2,1,13,14,4,6,16,2,12,10,441,132,12,15,104,11,23,10,4,1852,161.1959581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.2215271,254.2217407,0.93552202,0.893757701,0.935492754,-2.587081909,-0.74206692,0,0,0,0.000770248,0.999229752,0,0,0.001620661,0.998379339,0.167520661,0.16772562,0.167919008,0.496834711,0.331216529,0.336695041,0.332084298,4.13E-06,0.336020661,0.334947934,0.329024793,6.61E-06,0,0,0.000409917,0.999590083,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.874314479,0.328855904,0.661379009,-1.390417941,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,11,0.052801996,0.050773013,0.30812961,0.049669,0.057140902,0.054710054,0.010945362,0,0,4.188796921,3.420450275,3.61636401,0.052646377,2,0,0,1,1,2,2,0,0,270,0,0,221,195,268,256,0,0,0,0,0,0,0,0,0,0,0,0.291741322,0.708258678,0,0,0,0,0,0,0,0,0,13,9,9,9,9,9,13,0,0,active,0
86,2,7,1,42,6,11,3,7,7,4,4,2,6,7,11,19,3,2,1,11,19,1,9,7,2,6,10,2,2,6,15,105,9,30,14,21,3254.5,214.0660154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.4230194,254.4230499,0.936195016,0.894431531,0.936166465,-2.594400883,-0.556346297,0,0.000317355,0,0.000361157,0.999321488,0.000682645,0,0.000841322,0.998476033,0.167419008,0.167428926,0.167446281,0.497705785,0.334623967,0.337050413,0.328321488,4.13E-06,0.332878512,0.336620661,0.330497521,3.31E-06,3.31E-05,0,0.000215702,0.99975124,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.876836121,0.32902859,0.650288806,-1.404075322,0,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,12,0.050261925,0.050410945,0.306496186,0.049681361,0.054106222,0.05135138,0.009443451,1.79E-05,0,4.17643382,3.354938983,3.419900209,0.03847166,1,0,0,1,1,1,1,0,0,188,0,0,133,126,174,182,0,0,0,0,0,0,0,0,0,0,0,0.203896694,0.796103306,0,0,0,0,0,0,0,0,0,13,11,11,10,11,10,13,0,0,inactive,0
87,11,72,11,140,30,41,12,14,128,6,15,16,76,7,14,71,7,4,3,13,51,3,8,9,4,30,12,8,8,174,68,122,7,117,1,18,5632.5,283.1787132,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,252.5097504,252.494278,0.931979358,0.890228152,0.931961834,-2.551609993,-1.679682612,0,0.004777686,0,0.002950413,0.992271901,0.005507438,0,0.004745455,0.989747107,0.169277686,0.168975207,0.169955372,0.491791736,0.332955372,0.329487603,0.337552893,4.13E-06,0.334298347,0.332820661,0.33287438,6.61E-06,0.000189256,8.02E-05,0.001656198,0.99807438,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,139.0740405,168.5032843,0.860322108,0.327947524,0.659537801,-1.406989781,-118.8242531,1100,1,1100,1,1100,1,1100,1,1100,1,1100,1,1100,14,0.065662288,0.062474583,0.314315226,0.05016548,0.07082397,0.068222415,0.01772271,0.036500397,0.037286533,4.254140232,3.712787305,4.195674748,0.113812702,3,0,0,3,3,3,3,0,0,388,0,0,395,410,408,387,0,0,0,0,0,0,0,0,0,0,0,0.78301157,0.21698843,0,0,0,0,0,0,0,0,0,14,9,11,10,10,10,14,0,0,active,0
