"ID","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","Class"
"CHEMBL1767134",3.202300000000002,98.81500000000007,145.83721544330115,38.13,341.8420000000001,341.1294899399999,4,0,5,0,4,0,5,24,44,0,0,3,3,0,0,1,0,0,2,0,0,0.2631578947368421,14.623904993068072,8.300991428701414,6.563526942319037,4.240048157740039,2.8037285216539893,7.923026955692187,6.127091161847052,3.988071842400554,2.6777403639842468,-2.1699999999999995,16.679544674836045,7.156994818295196,3.6599943328425146,"active"
"CHEMBL1767135",3.5924000000000023,103.43200000000006,152.20215755769775,38.13,355.86900000000014,355.1451400039999,4,0,6,0,4,0,5,25,47,0,0,3,3,0,0,1,0,0,2,0,0,0.3,15.33101177425462,8.800991428701414,6.917080332912312,4.456275923756877,3.045713225862351,8.423026955692187,6.480644552440327,4.204299608417392,2.9197250681926086,-2.1699999999999995,17.646555395862222,7.807739710924374,4.271315841156488,"active"
"CHEMBL1767136",3.734900000000003,105.91300000000005,157.5612685185651,38.13,367.8800000000001,367.1451400039999,4,0,4,0,4,0,5,26,48,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,15.615468824630794,9.428473303876343,7.495878075922547,5.536232139728437,3.8907677375208674,9.050508830867114,7.059442295450562,5.284255824388952,3.7647795798511248,-2.1699999999999995,17.254187770516843,7.215702212056505,3.3936812910198904,"active"
"CHEMBL1767137",3.0901000000000014,107.45500000000003,158.73648963558688,47.36,363.461,363.19467704,5,0,5,0,5,0,5,27,52,1,0,4,3,1,1,1,1,1,2,0,0,0.36363636363636365,15.889823696066975,9.473899030058298,7.281050810842016,5.530052690602682,3.905909646248185,9.473899030058298,7.281050810842016,5.530052690602682,3.905909646248185,-2.6599999999999993,17.738841647807636,7.526593795076825,3.599568260420593,"active"
"CHEMBL1767138",2.7871000000000015,102.56780000000006,152.05223604387947,58.36000000000001,349.43400000000014,349.179026976,5,1,4,1,5,0,5,26,49,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,14.92878900110307,9.08513339211248,7.09942329496173,5.3073388652191955,3.7763211002662467,9.08513339211248,7.09942329496173,5.3073388652191955,3.7763211002662467,-2.6599999999999993,16.789418243644093,6.920982990234534,3.22276676017848,"active"
"CHEMBL1767140",3.220600000000002,100.86100000000006,151.42353769460968,38.13,351.4250000000001,351.174690544,4,0,4,0,4,0,5,26,48,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,14.859539878612338,9.050508830867114,7.059442295450562,5.284255824388952,3.7647795798511248,9.050508830867114,7.059442295450562,5.284255824388952,3.7647795798511248,-2.5299999999999994,16.91263794369002,6.99878719684009,3.2677257571634946,"active"
"CHEMBL1767141",3.3899200000000027,105.64000000000006,153.62294440608005,38.13,347.4620000000001,347.19976242,4,0,4,0,4,0,4,26,51,1,0,4,3,1,1,1,1,1,2,0,0,0.36363636363636365,15.481575405603111,9.361526594362502,7.418574674404195,5.491601000052544,3.868452167682921,9.361526594362502,7.418574674404195,5.491601000052544,3.868452167682921,-2.4599999999999995,16.979013157259605,7.040798070949275,3.2920501355647747,"active"
"CHEMBL1767145",3.220600000000002,100.86100000000006,151.42353769460968,38.13,351.4250000000001,351.174690544,4,0,4,0,4,0,5,26,48,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,14.859539878612338,9.050508830867114,7.062896619144509,5.260027160531286,3.8094493141510797,9.050508830867114,7.062896619144509,5.260027160531286,3.8094493141510797,-2.53,16.91263794369002,6.99878719684009,3.2677257571634946,"active"
"CHEMBL1767146",3.734900000000003,105.91300000000005,157.5612685185651,38.13,367.8800000000001,367.1451400039999,4,0,4,0,4,0,5,26,48,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,15.615468824630794,9.428473303876343,7.4993323996164944,5.495124263319025,4.022334364712328,9.050508830867114,7.062896619144509,5.260027160531286,3.8094493141510797,-2.1699999999999995,17.254187770516843,7.215702212056505,3.3936812910198904,"active"
"CHEMBL1767147",3.0901000000000014,107.45500000000004,158.73648963558688,47.36,363.46100000000007,363.19467704,5,0,5,0,5,0,5,27,52,1,0,4,3,1,1,1,1,1,2,0,0,0.36363636363636365,15.889823696066975,9.473899030058298,7.284505134535965,5.505147816375791,3.944944803317886,9.473899030058298,7.284505134535965,5.505147816375791,3.944944803317886,-2.6599999999999997,17.738841647807636,7.526593795076825,3.599568260420593,"active"
"CHEMBL1767148",3.389920000000002,105.64000000000006,153.62294440608005,38.13,347.4620000000001,347.19976242,4,0,4,0,4,0,4,26,51,1,0,4,3,1,1,1,1,1,2,0,0,0.36363636363636365,15.481575405603111,9.361526594362502,7.422028998098143,5.453482843101491,3.9846272396846927,9.361526594362502,7.422028998098143,5.453482843101491,3.9846272396846927,-2.4599999999999995,16.979013157259605,7.040798070949275,3.2920501355647747,"active"
"CHEMBL1767149",3.359700000000002,100.81900000000005,155.58907309753593,38.13,369.4150000000001,369.165268732,4,0,4,0,4,0,6,27,48,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,15.160154082431939,9.156157734038395,7.181437233847395,5.355010707084124,3.8121170019132085,9.156157734038395,7.181437233847395,5.355010707084124,3.8121170019132085,-2.5999999999999996,17.795918802280358,7.193647681599844,3.491595094423229,"active"
"CHEMBL1767153",3.2234000000000016,94.88400000000006,137.66067654320582,38.13,313.445,313.215412484,4,0,6,0,4,0,4,23,50,1,0,3,2,1,1,1,1,1,1,0,0,0.5789473684210527,14.29349467240425,8.893712779909858,6.7133062006406155,5.016562610577719,3.565706397856019,8.893712779909858,6.7133062006406155,5.016562610577719,3.565706397856019,-1.6799999999999997,16.18741553860231,7.260980050975395,3.471963403667453,"active"
"CHEMBL1767154",3.734900000000003,105.91300000000005,157.5612685185651,38.13,367.8800000000001,367.1451400039999,4,0,4,0,4,0,5,26,48,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,15.615468824630794,9.428473303876343,7.495878075922547,5.536232139728437,3.8907677375208674,9.050508830867114,7.059442295450562,5.284255824388952,3.7647795798511248,-2.1699999999999995,17.254187770516843,7.215702212056505,3.3936812910198904,"active"
"CHEMBL1767156",3.9074000000000026,106.02900000000005,157.5612685185651,38.13,367.8800000000001,367.1451400039999,4,0,3,0,4,0,5,26,48,0,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,15.615468824630794,9.428473303876343,7.516128179489386,5.4756641318262425,3.8131696936861923,9.050508830867114,7.079692399017401,5.223687816486757,3.6871815360164497,-2.1699999999999995,17.254187770516843,7.215702212056505,3.3936812910198904,"active"
"CHEMBL1767158",4.297500000000004,110.64600000000004,163.9262106329617,38.13,381.9070000000001,381.1607900679999,4,0,3,0,4,0,5,27,51,1,1,4,3,1,1,1,1,1,2,0,0,0.36363636363636365,16.32257560581734,9.928473303876343,7.8935272141661965,5.637181733130512,4.07729464602488,9.550508830867114,7.457091433694211,5.385205417791027,3.951306488355137,-2.1699999999999995,18.205323124111292,7.829161513005722,3.919067594989891,"inactive"
"CHEMBL1767161",8.335500000000007,193.98899999999938,285.23015795796607,50.6,655.3270000000005,654.3700545519999,6,0,13,0,6,0,7,47,98,1,1,6,4,2,2,1,2,2,3,0,0,0.5,28.679826723964773,18.413890647909668,13.966973215340415,10.277053488292292,7.434914213407584,18.035926174900442,13.530537434868432,10.025077172952807,7.308926055737842,-3.189999999999999,33.70125652735474,17.279126389898067,9.682836830477344,"inactive"
"CHEMBL1767164",7.77290000000001,189.25599999999937,278.8652158435695,50.6,641.3000000000005,640.354404488,6,0,14,0,6,0,7,46,95,1,0,6,4,2,2,1,2,2,3,0,0,0.48717948717948717,27.972719942778227,17.913890647909668,13.610165985535055,10.034011907511491,7.311431729682784,17.535926174900442,13.173730205063071,9.782035592172006,7.185443572013042,-3.189999999999999,32.73920094666362,16.577892312236635,8.99201087622275,"active"
"CHEMBL1783959",3.2669000000000024,89.91700000000004,130.75259694890613,21.060000000000002,291.39799999999997,291.17354767200004,3,0,3,0,3,0,3,22,43,0,0,4,3,0,1,2,0,1,1,0,0,0.3157894736842105,12.995976845949622,7.991535645370493,6.193090954791678,4.699367048197143,3.5782894410157557,7.991535645370493,6.193090954791678,4.699367048197143,3.5782894410157557,-2.13,13.527244450630539,5.577269068651765,2.3150736433577457,"active"
"CHEMBL1783964",3.2669000000000024,89.91700000000003,130.7525969489061,21.060000000000002,291.39799999999997,291.17354767200004,3,0,3,0,3,0,3,22,43,0,0,4,3,0,1,2,0,1,1,0,0,0.3157894736842105,12.995976845949622,7.991535645370493,6.187279285354876,4.725931085477374,3.5817362978377947,7.991535645370493,6.187279285354876,4.725931085477374,3.5817362978377947,-2.13,13.527244450630539,5.577269068651765,2.3150736433577457,"inactive"
"CHEMBL1783974",4.0397200000000035,119.24900000000004,173.6962521519599,24.3,388.55900000000014,388.26269702400003,4,0,4,0,4,0,4,29,61,0,0,5,3,1,2,2,1,2,1,0,0,0.48,17.77161756619577,11.109370250602014,8.963687818860217,6.990523761484583,5.298755578908348,11.109370250602014,8.963687818860217,6.990523761484583,5.298755578908348,-2.17,18.833127022314514,7.92392520553394,3.715680569825445,"inactive"
"CHEMBL179590",6.1203000000000065,160.83649999999957,252.12551622749484,65.48,591.6990000000004,591.290863168,7,1,12,1,6,1,9,43,82,0,0,4,3,1,1,0,1,1,3,0,0,0.38235294117647056,24.553256291927045,14.748971517600022,10.3370332976623,7.295135379234626,5.027002439925228,14.748971517600022,10.3370332976623,7.295135379234626,5.027002439925228,-3.9699999999999975,31.954529112562444,16.610874788878206,10.066687730308928,"inactive"
"CHEMBL1909072",4.530100000000004,111.99840000000003,169.20877043778216,49.57000000000001,401.96300000000025,401.13286106799995,4,2,5,1,4,1,6,27,51,0,0,4,2,1,2,0,1,2,2,0,0,0.38095238095238093,16.807213662895517,10.667171376724232,8.725520903260907,6.7991213679582145,5.179328667808276,9.472710322787279,7.2053081663021,5.4337558863365505,3.9368782914042395,-1.689999999999999,18.663037302978918,8.129127019875304,4.102272387886518,"active"
"CHEMBL1910382",4.621300000000005,161.4301999999996,240.64720692179682,67.94,561.1300000000002,560.2666521040001,8,1,11,1,6,1,9,40,77,0,0,5,4,1,1,2,1,1,2,0,0,0.3548387096774194,23.978622238409642,14.134705934226384,10.745704631076304,7.763149566452903,5.226267504262654,13.756741461217157,10.309268850604319,7.528052463665164,5.045724874033912,-3.589999999999999,27.957274560966628,13.175984417590453,7.1273350608433494,"active"
"CHEMBL1923524",3.499220000000001,84.97740000000005,119.388952919505,30.95,264.372,264.16264864,2,2,4,1,2,0,2,20,40,0,0,3,3,0,0,1,0,0,2,0,0,0.2222222222222222,11.842036630955862,7.106764198138452,5.277591000973552,3.7920163796460638,2.8810579282017508,7.106764198138452,5.277591000973552,3.7920163796460638,2.8810579282017508,-2.0599999999999996,12.947888258557018,5.513625147250295,2.346376053238241,"inactive"
"CHEMBL1923532",3.444600000000002,66.11970000000004,96.29245723083233,25.17,215.29600000000002,215.131014164,2,1,4,1,2,0,2,16,33,0,0,2,2,0,0,1,0,0,1,0,0,0.2857142857142857,9.734157225167419,5.630097949670393,4.167585801479784,2.4044995950643844,1.5352057502120593,5.630097949670393,4.167585801479784,2.4044995950643844,1.5352057502120593,-1.5399999999999996,10.960728834918473,4.991946080806171,2.7351073222488838,"inactive"
"CHEMBL1935433",4.415600000000004,124.08100000000006,188.38825176932656,41.370000000000005,434.55900000000037,434.24818983200004,5,0,5,0,4,1,6,32,63,1,1,5,3,2,2,1,2,2,2,0,0,0.46153846153846156,18.549394161231582,11.869502937532099,9.18704193646739,6.876318348037313,5.188854759253397,11.869502937532099,9.18704193646739,6.876318348037313,5.188854759253397,-2.7299999999999995,21.133369075725387,9.40859728258313,4.556052120487396,"inactive"
"CHEMBL1935436",3.395400000000002,100.73580000000005,152.44225033282157,41.29,353.4410000000001,353.190340608,4,1,5,1,4,0,5,26,50,1,1,4,3,1,1,1,1,1,2,0,0,0.38095238095238093,14.812718746021527,9.271990837940075,7.034694774688982,5.224910343341517,3.95516430181875,9.271990837940075,7.034694774688982,5.224910343341517,3.95516430181875,-2.2399999999999998,17.187738341812626,7.558333812122956,3.500459474115465,"active"
"CHEMBL1935437",3.6907000000000023,90.07970000000005,134.70816086523703,29.85,309.38800000000003,309.16412586,3,1,3,1,3,0,4,23,43,1,0,4,3,1,1,1,1,1,2,0,0,0.3157894736842105,13.004077992648517,8.214186555059273,6.214603947585985,4.6000460985652065,3.416565255515047,8.214186555059273,6.214603947585985,4.6000460985652065,3.416565255515047,-2.1999999999999993,14.395932490643316,6.125583838100908,2.864266929651546,"active"
"CHEMBL1935438",3.582300000000002,96.51470000000005,142.0211128062143,39.08,321.424,321.184112356,4,1,5,1,4,0,4,24,47,1,1,4,3,1,1,1,1,1,2,0,0,0.35,13.818818860479325,8.75376660526517,6.31514492374217,4.672928560650126,3.484507688308109,8.75376660526517,6.31514492374217,4.672928560650126,3.484507688308109,-2.3299999999999996,15.2125341298821,7.054446816879251,3.1478743879554236,"active"
"CHEMBL1935441",3.0539200000000015,91.57670000000003,135.65617069181766,39.08,307.3970000000001,307.168462292,4,1,3,1,4,0,4,23,44,1,0,4,3,1,1,1,1,1,2,0,0,0.3157894736842105,13.327255028916605,8.141333423081127,6.094017130287811,4.360957223055523,3.1134281292796904,8.141333423081127,6.094017130287811,4.360957223055523,3.1134281292796904,-2.1699999999999995,14.424029889645306,6.143549455122812,2.874597774358794,"active"
"CHEMBL1935442",2.8846000000000007,86.79770000000003,133.45676398034735,39.08,311.36000000000007,311.143390416,4,1,3,1,4,0,5,23,41,1,0,4,3,1,1,1,1,1,2,0,0,0.2777777777777778,12.705219501925832,7.8303156595857395,5.734884751334177,4.153612047391933,3.0097555414478956,7.8303156595857395,5.734884751334177,4.153612047391933,3.0097555414478956,-2.2399999999999993,14.358476345951095,6.101656184721819,2.8505184620371877,"active"
"CHEMBL1935443",3.3623400000000014,96.31370000000004,142.02111280621432,39.08,321.42400000000015,321.184112356,4,1,3,1,4,0,4,24,47,1,1,4,3,1,1,1,1,1,2,0,0,0.35,14.249904759726979,8.558000089747793,6.52702983218003,4.811674516419842,3.3218130753325066,8.558000089747793,6.52702983218003,4.811674516419842,3.3218130753325066,-2.1699999999999995,15.363099259418336,6.380299741647558,2.8316630897852226,"active"
"CHEMBL1935444",3.770520000000002,98.08270000000003,140.66573548767602,29.85,323.4650000000001,323.145618672,3,1,3,1,4,0,4,23,44,1,1,4,3,1,1,1,1,1,2,0,0,0.3157894736842105,14.143751609844331,9.190088213061783,7.4046343478138565,5.580637733089712,4.224852937123718,8.141333423081127,6.094017130287811,4.360957223055523,3.1134281292796904,-1.7799999999999994,14.789701354429972,6.378637290731645,3.0104119622820424,"active"
"CHEMBL1935446",3.601200000000002,93.30370000000003,138.46632877620567,29.85,327.42800000000005,327.120546796,3,1,3,1,4,0,5,23,41,1,0,4,3,1,1,1,1,1,2,0,0,0.2777777777777778,13.521716082853558,8.879070449566397,7.045501968860222,5.373292557426121,4.121180349291922,7.8303156595857395,5.734884751334177,4.153612047391933,3.0097555414478956,-1.8499999999999992,14.724013348250454,6.336233758995392,2.985828884823037,"active"
"CHEMBL1935447",3.4707000000000017,99.89770000000004,145.7792807171829,39.08,339.4640000000001,339.140533292,4,1,4,1,5,0,5,24,45,1,0,4,3,1,1,1,1,1,2,0,0,0.3157894736842105,14.551999900308195,9.302460648757577,7.267110484251678,5.619089423639849,4.262310415688982,8.253705858776922,5.956493266725632,4.399408913605661,3.1508856078449554,-1.9799999999999995,15.542043755882583,6.869554517431664,3.013966941777317,"active"
"CHEMBL193639",4.4657000000000036,90.49100000000006,140.19345414728053,12.47,329.44000000000005,329.12496348,2,0,2,0,3,0,4,23,43,3,1,4,2,1,2,0,1,2,2,0,0,0.3684210526315789,14.145887484633993,8.796599200520749,7.688943580001294,5.790272347848169,4.852178347890984,7.980102619593022,6.605166623514468,4.606875894453784,3.7023654077853694,-1.3599999999999999,15.184316073536854,5.930369176789154,2.7964954366104386,"active"
"CHEMBL1940402",4.7854000000000045,100.36080000000004,153.79001425380855,23.47,361.88800000000003,361.16087032,2,1,6,1,2,0,4,25,50,0,0,3,2,1,1,0,1,1,2,0,0,0.42857142857142855,15.181941486046215,9.381613623690605,7.4001271091741705,5.419818982375046,3.6369524278416545,9.003649150681378,6.963691328702185,5.16784266703556,3.510964270171912,-1.4199999999999995,18.373445084210505,8.306439969654086,5.035472478017778,"inactive"
"CHEMBL1940418",3.3656000000000024,92.22800000000005,137.30705381148414,19.37,313.41999999999996,313.195425988,3,0,6,0,3,0,4,23,47,0,0,3,2,1,1,1,1,1,1,0,0,0.42105263157894735,13.495261662518493,8.439129282069926,6.100198286900195,4.44861625745861,3.056988470759219,8.439129282069926,6.100198286900195,4.44861625745861,3.056988470759219,-1.94,15.936818195152881,8.064895952163093,4.763822712487064,"inactive"
"CHEMBL1946123",5.316400000000005,107.43680000000003,165.5140673290725,23.47,387.92600000000004,387.176520384,2,1,6,1,2,0,4,27,54,3,1,4,2,2,2,0,2,2,2,0,0,0.4782608695652174,16.336642024425466,10.398549033006704,8.58955826277771,6.5963390217979265,5.077664841167432,10.020584559997477,8.153122482305726,6.344362706458441,4.951676683497689,-1.4199999999999995,18.92081539009256,7.904975169131017,4.206904865711592,"inactive"
"CHEMBL2037528",5.124900000000005,117.90650000000004,174.29327665202663,36.44,413.9740000000001,413.132861068,4,0,7,0,5,0,6,28,52,0,0,4,3,1,1,1,1,1,2,0,0,0.36363636363636365,17.384183770392397,11.000045814300305,8.639216234394336,6.554083556594702,4.660009184145664,9.805584760363352,7.172131571995985,5.224665892756493,3.600964165786287,-1.9499999999999995,19.370057708088318,9.033017482828114,4.716452581525377,"inactive"
"CHEMBL2112451",2.9726800000000013,119.93200000000003,188.5942591485077,99.5,453.5640000000001,453.172227344,7,1,10,1,6,0,8,32,59,1,0,4,2,2,2,0,1,1,2,1,1,0.4166666666666667,18.6825221656356,12.447036233387674,10.12257276504026,7.398694198601885,5.164541709263903,10.96387298579328,8.408592408467165,5.862291678509742,3.9028522734874924,-2.7299999999999995,22.463447485477783,9.819674346863899,5.737872812222768,"inactive"
"CHEMBL2113738",4.182500000000004,123.24450000000004,188.05488356966433,59.080000000000005,442.5810000000002,442.19262843999996,6,0,9,0,6,1,7,31,61,0,0,3,2,1,1,0,1,1,2,0,0,0.4166666666666667,19.027821627256344,11.885550976317289,8.191280161649287,5.997992051700889,3.866834692008005,10.6608061049257,7.311627350394392,5.254422003933948,3.458586401544142,-2.509999999999999,23.15938807824663,11.766386310179922,6.737032262617504,"inactive"
"CHEMBL2146484",3.129900000000002,103.70800000000006,156.78091649951162,51.02,368.8680000000001,368.140388972,5,0,4,0,5,0,6,26,47,1,0,4,3,1,1,2,1,1,1,0,0,0.35,15.485332150941126,9.288270523445338,7.349863626054737,5.389048221607023,3.76131109525302,8.910306050436109,6.913427845582752,5.137071906267538,3.6353229375832776,-2.2399999999999998,17.187738341812626,7.173357956294247,3.3690233083739676,"active"
"CHEMBL2146801",3.1465000000000014,114.52700000000006,174.6243459578117,60.25,412.9210000000001,412.16660372,6,0,7,0,6,0,7,29,54,1,0,4,3,1,1,2,1,1,1,0,0,0.4090909090909091,17.307794003778085,10.344142012279557,7.91971347706744,5.840423381543684,4.175306759171421,9.966177539270328,7.483277696595455,5.588447066204199,4.049318601501677,-2.28,20.011552018027384,9.029824249505214,4.498087395385941,"active"
"CHEMBL2146802",4.905200000000005,119.76400000000005,176.6560948617549,38.13,409.96100000000007,409.1920901959999,4,0,7,0,4,0,5,29,57,1,0,4,3,1,1,1,1,1,2,0,0,0.4166666666666667,17.736789168190437,11.004594255579773,8.40479259208683,6.16267034454762,4.4383122297685516,10.626629782570545,7.968356811614847,5.910694029208135,4.31232407209881,-2.1699999999999995,20.116988993052487,9.101272466580777,4.541686771896477,"active"
"CHEMBL2146803",3.7515000000000027,116.73200000000006,175.40469797686518,47.36,411.9330000000001,411.17135475199996,5,0,7,0,5,0,6,29,55,1,0,4,3,1,1,1,1,1,2,0,0,0.391304347826087,17.43793067746775,10.494410899451902,8.044038481320303,5.946414309095386,4.285649297991409,10.116446426442673,7.607602700848319,5.6944379937559,4.159661140321667,-2.2099999999999995,20.07864454673821,9.075272062748821,4.525811783563823,"active"
"CHEMBL2146804",3.129900000000002,103.70800000000006,156.78091649951162,51.02,368.8680000000001,368.140388972,5,0,4,0,5,0,6,26,47,1,0,4,3,1,1,2,1,1,1,0,0,0.35,15.485332150941126,9.278204416704,7.371553071669683,5.430241212176735,3.786038840303741,8.900239943694771,6.935117291197698,5.17826489683725,3.6600506826339982,-2.2399999999999998,17.187738341812626,7.173357956294247,3.3690233083739676,"active"
"CHEMBL2146805",3.129900000000002,103.70800000000006,156.78091649951162,51.02,368.8680000000001,368.140388972,5,0,4,0,5,0,6,26,47,1,0,4,3,1,1,2,1,1,1,0,0,0.35,15.485332150941126,9.278204416704,7.371553071669683,5.430241212176735,3.7804251987008772,8.900239943694771,6.935117291197698,5.17826489683725,3.6544370410311346,-2.2399999999999998,17.187738341812626,7.173357956294247,3.3690233083739676,"active"
"CHEMBL2146806",4.300200000000004,117.55900000000005,175.8757428427014,51.02,410.94900000000007,410.187339164,5,0,7,0,5,0,6,29,56,1,0,4,3,1,1,2,1,1,1,0,0,0.43478260869565216,17.606652494500768,10.854325368407428,8.280467587833966,6.056679416995919,4.3279696909485645,10.4763608953982,7.844031807361984,5.804703101656433,4.201981533278822,-2.2399999999999998,20.04988900450919,9.055786174601081,4.513921038399136,"active"
"CHEMBL2146807",4.300200000000004,117.55900000000005,175.8757428427014,51.02,410.94900000000007,410.187339164,5,0,7,0,5,0,6,29,56,1,0,4,3,1,1,2,1,1,1,0,0,0.43478260869565216,17.606652494500768,10.864391475148766,8.258778142219022,6.0154864264262065,4.308855587500707,10.486427002139537,7.822342361747038,5.763510111086721,4.1828674298309645,-2.2399999999999998,20.04988900450919,9.055786174601081,4.513921038399136,"active"
"CHEMBL2146808",3.1465000000000014,114.52700000000006,174.6243459578117,60.25,412.9210000000001,412.16660372,6,0,7,0,6,0,7,29,54,1,0,4,3,1,1,2,1,1,1,0,0,0.4090909090909091,17.307794003778085,10.354208119020894,7.898024031452494,5.799230390973972,4.1561926557235624,9.976243646011666,7.461588250980509,5.547254075634487,4.03020449805382,-2.28,20.011552018027384,9.029824249505214,4.498087395385941,"active"
"CHEMBL2146809",3.129900000000002,103.70800000000004,156.78091649951162,51.02,368.8680000000001,368.140388972,5,0,4,0,5,0,6,26,47,1,0,4,3,1,1,2,1,1,1,0,0,0.35,15.485332150941126,9.288270523445338,7.349863626054737,5.379325109135383,3.7593446517295352,8.910306050436109,6.913427845582752,5.127348793795898,3.6333564940597927,-2.2399999999999998,17.187738341812626,7.173357956294247,3.3690233083739676,"active"
"CHEMBL2146810",4.300200000000004,117.55900000000005,175.8757428427014,51.02,410.94900000000007,410.187339164,5,0,7,0,5,0,6,29,56,1,0,4,3,1,1,2,1,1,1,0,0,0.43478260869565216,17.606652494500768,10.864391475148766,8.25877814221902,6.005763313954566,4.306889143977223,10.48642700213954,7.822342361747038,5.753786998615081,4.18090098630748,-2.2399999999999998,20.04988900450919,9.055786174601081,4.513921038399136,"active"
"CHEMBL2146811",3.1465000000000014,114.52700000000006,174.6243459578117,60.25,412.9210000000001,412.16660372,6,0,7,0,6,0,7,29,54,1,0,4,3,1,1,2,1,1,1,0,0,0.4090909090909091,17.307794003778085,10.354208119020894,7.898024031452494,5.789507278502332,4.154226212200078,9.976243646011666,7.461588250980509,5.537530963162847,4.028238054530336,-2.28,20.011552018027384,9.029824249505214,4.498087395385941,"active"
"CHEMBL2146812",2.5249000000000006,101.50300000000004,156.00056448045814,63.910000000000004,369.8560000000001,369.13563794,6,0,4,0,6,0,7,26,46,1,0,4,3,1,1,2,1,1,1,0,0,0.3684210526315789,15.355195477251458,9.148067743014332,7.203849176186927,5.242020264086726,3.640422067358607,8.770103270005103,6.767413395714942,4.990043948747241,3.5144339096888646,-2.31,17.121306617575115,7.131093659156984,3.3444455999257423,"active"
"CHEMBL2158779",5.383600000000007,132.37679999999997,209.94706089889806,53.010000000000005,509.4490000000004,508.169576432,5,1,8,1,4,0,8,34,65,1,0,4,2,2,2,0,2,2,2,0,0,0.5,20.648459182253927,12.680890068702773,10.200168015180637,7.486294449322138,5.441754545848785,11.92496112268432,9.356532107968047,6.95582778131736,4.98871707669797,-1.8599999999999994,25.239431852231696,11.714797878827184,6.846545111853093,"active"
"CHEMBL2158782",5.038620000000005,132.1038,206.00873678641295,53.010000000000005,489.0310000000002,488.2241988479999,5,1,8,1,4,0,7,34,68,1,0,4,2,2,2,0,2,2,2,0,0,0.5185185185185185,20.514565763226244,12.613943359188932,10.099978536649266,7.624504407493415,5.238864069923688,12.235978886179705,9.69277840990866,7.200425068201063,5.121315518529819,-2.1499999999999995,24.95825447861197,11.51899800844186,6.70988080392198,"active"
"CHEMBL2158786",5.634600000000005,137.0358,212.1464676103684,53.010000000000005,505.4860000000002,504.1946483079999,5,1,8,1,4,0,7,34,68,1,0,4,2,2,2,0,2,2,2,0,0,0.5185185185185185,21.270494709244698,12.953262103212616,10.679939201532775,8.14823136802131,5.530615280344925,12.197333157194162,9.865538948051565,7.409202089283292,5.242535030962574,-1.7899999999999991,25.30732322985042,11.298343555751366,6.251849278767949,"active"
"CHEMBL2158814",4.707920000000004,133.17649999999998,210.56804559100573,78.95,526.4860000000003,525.125582768,7,1,5,1,5,2,10,34,63,0,0,4,2,2,2,0,2,2,2,0,0,0.4583333333333333,21.372958734501342,13.691699831457099,11.367822105178833,8.566588315287236,5.75062904411705,11.452607637844253,8.871019610288112,6.491441904184548,4.49132327634583,-1.9999999999999996,25.103673469387754,10.726643598615917,6.15966796875,"inactive"
"CHEMBL2158818",4.363300000000004,124.68380000000003,198.1651864966854,62.239999999999995,479.40400000000017,478.142612736,6,1,7,1,5,0,8,32,60,2,1,4,2,2,2,0,2,2,2,0,0,0.4583333333333333,19.341879706525095,11.724226787739344,9.147326544798299,6.813854732421187,4.760414638902817,10.968297841720888,8.332926291317088,6.07482545368317,4.4723343895204675,-1.8299999999999992,23.332282461722983,10.859013523629304,5.939679141823563,"active"
"CHEMBL2158821",5.374500000000006,127.66780000000004,199.41658338157515,53.010000000000005,477.4320000000002,476.16334817999996,5,1,7,1,4,0,7,32,62,1,0,4,2,2,2,0,2,2,2,0,0,0.48,19.64073819724778,12.108097683212877,9.638935549860543,7.347343148754759,5.14416117920014,11.352168737194422,8.824535296379333,6.608313870016742,4.8560809298177885,-1.7899999999999991,23.370935025991837,10.885936389489737,5.957582258904546,"active"
"CHEMBL2158834",4.846400000000005,122.68530000000005,192.2712892481251,65.9,464.39300000000026,463.142947084,6,1,6,1,5,0,8,31,58,0,0,4,2,2,2,1,2,2,1,0,0,0.4782608695652174,18.85590098517886,11.522619208261728,9.118279113174257,6.915001849380041,4.748779389410062,10.766690262243273,8.303878859693048,6.175972570642024,4.460699140027711,-2.019999999999999,22.183848089859165,10.06682916432796,5.617842788386426,"active"
